"lower.limit","upper.limit","intrvl.width","intrvl.level","cdf","pvalue","svalue","ci_label","interval_text","excludes_null"
-5.62090990685392,-5.06803323859143,0.552876668262497,0.379,0.6895,0.621,0.687334826441606,"37.9% CI","[-5.6209, -5.068]",TRUE
-5.6217020201375,-5.06724112530785,0.554460894829647,0.38,0.69,0.62,0.68965987938785,"38% CI","[-5.6217, -5.0672]",TRUE
-5.6224946902738,-5.06644845517155,0.55604623510224,0.381,0.6905,0.619,0.691988685447822,"38.1% CI","[-5.6225, -5.0664]",TRUE
-5.62328791964184,-5.06565522580351,0.557632693838329,0.382,0.691,0.618,0.694321256757713,"38.2% CI","[-5.6233, -5.0657]",TRUE
-5.6240817106302,-5.06486143481515,0.559220275815052,0.383,0.6915,0.617,0.696657605512669,"38.3% CI","[-5.6241, -5.0649]",TRUE
-5.62487606563706,-5.06406707980829,0.560808985828764,0.384,0.692,0.616,0.698997743967186,"38.4% CI","[-5.6249, -5.0641]",TRUE
-5.62567098707025,-5.0632721583751,0.562398828695157,0.385,0.6925,0.615,0.701341684435485,"38.5% CI","[-5.6257, -5.0633]",TRUE
-5.62646647734738,-5.06247666809797,0.563989809249401,0.386,0.693,0.614,0.703689439291908,"38.6% CI","[-5.6265, -5.0625]",TRUE
-5.62726253889581,-5.06168060654954,0.565581932346266,0.387,0.6935,0.613,0.706041020971306,"38.7% CI","[-5.6273, -5.0617]",TRUE
-5.62805917415281,-5.06088397129254,0.567175202860261,0.388,0.694,0.612,0.708396441969435,"38.8% CI","[-5.6281, -5.0609]",TRUE
-5.62885638556555,-5.0600867598798,0.568769625685757,0.389,0.6945,0.611,0.710755714843358,"38.9% CI","[-5.6289, -5.0601]",TRUE
-5.62965417559124,-5.05928896985411,0.570365205737132,0.39,0.695,0.61,0.713118852211838,"39% CI","[-5.6297, -5.0593]",TRUE
-5.63045254669712,-5.05849059874823,0.571961947948898,0.391,0.6955,0.609,0.715485866755755,"39.1% CI","[-5.6305, -5.0585]",TRUE
-5.6312515013606,-5.05769164408476,0.573559857275839,0.392,0.696,0.608,0.717856771218502,"39.2% CI","[-5.6313, -5.0577]",TRUE
-5.63205104206925,-5.0568921033761,0.575158938693152,0.393,0.6965,0.607,0.720231578406405,"39.3% CI","[-5.6321, -5.0569]",TRUE
-5.63285117132096,-5.05609197412439,0.576759197196576,0.394,0.697,0.606,0.722610301189136,"39.4% CI","[-5.6329, -5.0561]",TRUE
-5.63365189162395,-5.0552912538214,0.578360637802545,0.395,0.6975,0.605,0.72499295250013,"39.5% CI","[-5.6337, -5.0553]",TRUE
-5.63445320549683,-5.05448993994852,0.57996326554831,0.396,0.698,0.604,0.727379545337008,"39.6% CI","[-5.6345, -5.0545]",TRUE
-5.63525511546872,-5.05368802997663,0.581567085492098,0.397,0.6985,0.603,0.729770092762002,"39.7% CI","[-5.6353, -5.0537]",TRUE
-5.6360576240793,-5.05288552136605,0.583172102713247,0.398,0.699,0.602,0.732164607902385,"39.8% CI","[-5.6361, -5.0529]",TRUE
-5.63686073387885,-5.0520824115665,0.584778322312342,0.399,0.6995,0.601,0.734563103950902,"39.9% CI","[-5.6369, -5.0521]",TRUE
-5.63766444742836,-5.05127869801699,0.586385749411372,0.4,0.7,0.6,0.736965594166206,"40% CI","[-5.6377, -5.0513]",TRUE
-5.63846876729961,-5.05047437814574,0.587994389153875,0.401,0.7005,0.599,0.739372091873301,"40.1% CI","[-5.6385, -5.0505]",TRUE
-5.63927369607521,-5.04966944937014,0.589604246705074,0.402,0.701,0.598,0.741782610463982,"40.2% CI","[-5.6393, -5.0497]",TRUE
-5.64007923634869,-5.04886390909666,0.591215327252035,0.403,0.7015,0.597,0.744197163397282,"40.3% CI","[-5.6401, -5.0489]",TRUE
-5.64088539072458,-5.04805775472077,0.592827636003816,0.404,0.702,0.596,0.746615764199925,"40.4% CI","[-5.6409, -5.0481]",TRUE
-5.64169216181848,-5.04725098362687,0.594441178191611,0.405,0.7025,0.595,0.749038426466781,"40.5% CI","[-5.6417, -5.0473]",TRUE
-5.64249955225713,-5.04644359318822,0.596055959068909,0.406,0.703,0.594,0.751465163861321,"40.6% CI","[-5.6425, -5.0464]",TRUE
-5.6433075646785,-5.04563558076685,0.597671983911642,0.407,0.7035,0.593,0.753895990116083,"40.7% CI","[-5.6433, -5.0456]",TRUE
-5.64411620173185,-5.0448269437135,0.599289258018342,0.408,0.704,0.592,0.756330919033137,"40.8% CI","[-5.6441, -5.0448]",TRUE
-5.64492546607782,-5.04401767936753,0.600907786710296,0.409,0.7045,0.591,0.758769964484555,"40.9% CI","[-5.6449, -5.044]",TRUE
-5.64573536038853,-5.04320778505682,0.602527575331704,0.41,0.705,0.59,0.761213140412883,"41% CI","[-5.6457, -5.0432]",TRUE
-5.64654588734759,-5.04239725809776,0.604148629249831,0.411,0.7055,0.589,0.763660460831626,"41.1% CI","[-5.6465, -5.0424]",TRUE
-5.64735704965026,-5.04158609579509,0.605770953855176,0.412,0.706,0.588,0.766111939825722,"41.2% CI","[-5.6474, -5.0416]",TRUE
-5.64816885000349,-5.04077429544186,0.607394554561623,0.413,0.7065,0.587,0.768567591552035,"41.3% CI","[-5.6482, -5.0408]",TRUE
-5.64898129112598,-5.03996185431937,0.609019436806609,0.414,0.707,0.586,0.771027430239839,"41.4% CI","[-5.649, -5.04]",TRUE
-5.64979437574832,-5.03914876969703,0.610645606051284,0.415,0.7075,0.585,0.77349147019132,"41.5% CI","[-5.6498, -5.0391]",TRUE
-5.65060810661301,-5.03833503883234,0.612273067780679,0.416,0.708,0.584,0.77595972578207,"41.6% CI","[-5.6506, -5.0383]",TRUE
-5.65142248647461,-5.03752065897074,0.61390182750387,0.417,0.7085,0.583,0.778432211461591,"41.7% CI","[-5.6514, -5.0375]",TRUE
-5.65223751809974,-5.0367056273456,0.61553189075414,0.418,0.709,0.582,0.780908941753803,"41.8% CI","[-5.6522, -5.0367]",TRUE
-5.65305320426725,-5.0358899411781,0.617163263089159,0.419,0.7095,0.581,0.783389931257558,"41.9% CI","[-5.6531, -5.0359]",TRUE
-5.65386954776825,-5.0350735976771,0.618795950091144,0.42,0.71,0.58,0.785875194647152,"42% CI","[-5.6539, -5.0351]",TRUE
-5.65468655140619,-5.03425659403916,0.620429957367035,0.421,0.7105,0.579,0.78836474667285,"42.1% CI","[-5.6547, -5.0343]",TRUE
-5.65550421799701,-5.03343892744834,0.622065290548667,0.422,0.711,0.578,0.790858602161408,"42.2% CI","[-5.6555, -5.0334]",TRUE
-5.65632255036915,-5.0326205950762,0.623701955292942,0.423,0.7115,0.577,0.793356776016605,"42.3% CI","[-5.6563, -5.0326]",TRUE
-5.65714155136368,-5.03180159408167,0.625339957282009,0.424,0.712,0.576,0.795859283219775,"42.4% CI","[-5.6571, -5.0318]",TRUE
-5.65796122383439,-5.03098192161096,0.626979302223436,0.425,0.7125,0.575,0.79836613883035,"42.5% CI","[-5.658, -5.031]",TRUE
-5.65878157064787,-5.03016157479748,0.628619995850396,0.426,0.713,0.574,0.800877357986399,"42.6% CI","[-5.6588, -5.0302]",TRUE
-5.6596025946836,-5.02934055076175,0.630262043921842,0.427,0.7135,0.573,0.803392955905182,"42.7% CI","[-5.6596, -5.0293]",TRUE
-5.66042429883402,-5.02851884661133,0.631905452222682,0.428,0.714,0.572,0.805912947883697,"42.8% CI","[-5.6604, -5.0285]",TRUE
-5.66124668600467,-5.02769645944068,0.633550226563981,0.429,0.7145,0.571,0.808437349299244,"42.9% CI","[-5.6612, -5.0277]",TRUE
-5.66206975911424,-5.02687338633111,0.635196372783124,0.43,0.715,0.57,0.810966175609983,"43% CI","[-5.6621, -5.0269]",TRUE
-5.66289352109468,-5.02604962435067,0.636843896744017,0.431,0.7155,0.569,0.813499442355505,"43.1% CI","[-5.6629, -5.026]",TRUE
-5.66371797489131,-5.02522517055404,0.638492804337268,0.432,0.716,0.568,0.816037165157405,"43.2% CI","[-5.6637, -5.0252]",TRUE
-5.66454312346287,-5.02440002198248,0.640143101480383,0.433,0.7165,0.567,0.818579359719858,"43.3% CI","[-5.6645, -5.0244]",TRUE
-5.66536896978165,-5.0235741756637,0.641794794117947,0.434,0.717,0.566,0.821126041830205,"43.4% CI","[-5.6654, -5.0236]",TRUE
-5.66619551683359,-5.02274762861176,0.643447888221825,0.435,0.7175,0.565,0.823677227359537,"43.5% CI","[-5.6662, -5.0227]",TRUE
-5.66702276761835,-5.021920377827,0.645102389791354,0.436,0.718,0.564,0.826232932263293,"43.6% CI","[-5.667, -5.0219]",TRUE
-5.66785072514944,-5.02109242029591,0.646758304853536,0.437,0.7185,0.563,0.828793172581858,"43.7% CI","[-5.6679, -5.0211]",TRUE
-5.6686793924543,-5.02026375299106,0.64841563946324,0.438,0.719,0.562,0.831357964441161,"43.8% CI","[-5.6687, -5.0203]",TRUE
-5.66950877257437,-5.01943437287098,0.650074399703396,0.439,0.7195,0.561,0.833927324053294,"43.9% CI","[-5.6695, -5.0194]",TRUE
-5.67033886856528,-5.01860427688007,0.651734591685203,0.44,0.72,0.56,0.83650126771712,"44% CI","[-5.6703, -5.0186]",TRUE
-5.67116968349684,-5.01777346194851,0.653396221548327,0.441,0.7205,0.559,0.839079811818897,"44.1% CI","[-5.6712, -5.0178]",TRUE
-5.67200122045323,-5.01694192499212,0.655059295461102,0.442,0.721,0.558,0.841662972832899,"44.2% CI","[-5.672, -5.0169]",TRUE
-5.67283348253305,-5.0161096629123,0.656723819620748,0.443,0.7215,0.557,0.844250767322055,"44.3% CI","[-5.6728, -5.0161]",TRUE
-5.67366647284946,-5.01527667259589,0.658389800253564,0.444,0.722,0.556,0.84684321193858,"44.4% CI","[-5.6737, -5.0153]",TRUE
-5.67450019453025,-5.0144429509151,0.66005724361515,0.445,0.7225,0.555,0.849440323424619,"44.5% CI","[-5.6745, -5.0144]",TRUE
-5.67533465071798,-5.01360849472737,0.66172615599061,0.446,0.723,0.554,0.852042118612899,"44.6% CI","[-5.6753, -5.0136]",TRUE
-5.67616984457006,-5.01277330087529,0.663396543694775,0.447,0.7235,0.553,0.85464861442738,"44.7% CI","[-5.6762, -5.0128]",TRUE
-5.67700577925888,-5.01193736618647,0.665068413072404,0.448,0.724,0.552,0.857259827883918,"44.8% CI","[-5.677, -5.0119]",TRUE
-5.67784245797188,-5.01110068747347,0.666741770498419,0.449,0.7245,0.551,0.85987577609093,"44.9% CI","[-5.6778, -5.0111]",TRUE
-5.67867988391173,-5.01026326153362,0.668416622378105,0.45,0.725,0.55,0.862496476250065,"45% CI","[-5.6787, -5.0103]",TRUE
-5.67951806029635,-5.009425085149,0.670092975147352,0.451,0.7255,0.549,0.865121945656889,"45.1% CI","[-5.6795, -5.0094]",TRUE
-5.6803569903591,-5.00858615508625,0.671770835272856,0.452,0.726,0.548,0.86775220170156,"45.2% CI","[-5.6804, -5.0086]",TRUE
-5.68119667734886,-5.0077464680965,0.67345020925236,0.453,0.7265,0.547,0.870387261869531,"45.3% CI","[-5.6812, -5.0077]",TRUE
-5.68203712453011,-5.00690602091524,0.675131103614873,0.454,0.727,0.546,0.873027143742234,"45.4% CI","[-5.682, -5.0069]",TRUE
-5.68287833518313,-5.00606481026222,0.676813524920908,0.455,0.7275,0.545,0.875671864997798,"45.5% CI","[-5.6829, -5.0061]",TRUE
-5.68372031260402,-5.00522283284133,0.678497479762694,0.456,0.728,0.544,0.878321443411748,"45.6% CI","[-5.6837, -5.0052]",TRUE
-5.68456306010489,-5.00438008534046,0.680182974764431,0.457,0.7285,0.543,0.880975896857726,"45.7% CI","[-5.6846, -5.0044]",TRUE
-5.68540658101393,-5.00353656443142,0.681870016582511,0.458,0.729,0.542,0.883635243308215,"45.8% CI","[-5.6854, -5.0035]",TRUE
-5.68625087867556,-5.00269226676979,0.683558611905761,0.459,0.7295,0.541,0.886299500835272,"45.9% CI","[-5.6863, -5.0027]",TRUE
-5.68709595645051,-5.00184718899484,0.685248767455677,0.46,0.73,0.54,0.888968687611256,"46% CI","[-5.6871, -5.0018]",TRUE
-5.68794181771601,-5.00100132772934,0.68694048998667,0.461,0.7305,0.539,0.891642821909582,"46.1% CI","[-5.6879, -5.001]",TRUE
-5.68878846586583,-5.00015467957952,0.68863378628631,0.462,0.731,0.538,0.894321922105463,"46.2% CI","[-5.6888, -5.0002]",TRUE
-5.68963590431046,-4.99930724113489,0.690328663175569,0.463,0.7315,0.537,0.897006006676675,"46.3% CI","[-5.6896, -4.9993]",TRUE
-5.69048413647721,-4.99845900896814,0.692025127509067,0.464,0.732,0.536,0.899695094204314,"46.4% CI","[-5.6905, -4.9985]",TRUE
-5.69133316581034,-4.99760997963501,0.69372318617533,0.465,0.7325,0.535,0.902389203373578,"46.5% CI","[-5.6913, -4.9976]",TRUE
-5.69218299577119,-4.99676014967416,0.69542284609703,0.466,0.733,0.534,0.905088352974533,"46.6% CI","[-5.6922, -4.9968]",TRUE
-5.6930336298383,-4.99590951560705,0.697124114231251,0.467,0.7335,0.533,0.907792561902911,"46.7% CI","[-5.693, -4.9959]",TRUE
-5.69388507150755,-4.9950580739378,0.698826997569743,0.468,0.734,0.532,0.910501849160897,"46.8% CI","[-5.6939, -4.9951]",TRUE
-5.69473732429226,-4.99420582115309,0.700531503139176,0.469,0.7345,0.531,0.913216233857933,"46.9% CI","[-5.6947, -4.9942]",TRUE
-5.69559039172338,-4.99335275372197,0.702237638001412,0.47,0.735,0.53,0.915935735211525,"47% CI","[-5.6956, -4.9934]",TRUE
-5.69644427734955,-4.9924988680958,0.703945409253754,0.471,0.7355,0.529,0.918660372548061,"47.1% CI","[-5.6964, -4.9925]",TRUE
-5.69729898473729,-4.99164416070806,0.705654824029226,0.472,0.736,0.528,0.921390165303633,"47.2% CI","[-5.6973, -4.9916]",TRUE
-5.69815451747109,-4.99078862797426,0.707365889496837,0.473,0.7365,0.527,0.924125133024872,"47.3% CI","[-5.6982, -4.9908]",TRUE
-5.6990108791536,-4.98993226629175,0.709078612861852,0.474,0.737,0.526,0.926865295369785,"47.4% CI","[-5.699, -4.9899]",TRUE
-5.69986807340571,-4.98907507203964,0.710793001366067,0.475,0.7375,0.525,0.929610672108602,"47.5% CI","[-5.6999, -4.9891]",TRUE
-5.70072610386671,-4.98821704157864,0.712509062288079,0.476,0.738,0.524,0.932361283124637,"47.6% CI","[-5.7007, -4.9882]",TRUE
-5.70158497419446,-4.98735817125089,0.714226802943577,0.477,0.7385,0.523,0.935117148415146,"47.7% CI","[-5.7016, -4.9874]",TRUE
-5.70244468806548,-4.98649845737987,0.715946230685613,0.478,0.739,0.522,0.937878288092203,"47.8% CI","[-5.7024, -4.9865]",TRUE
-5.70330524917512,-4.98563789627023,0.717667352904892,0.479,0.7395,0.521,0.940644722383579,"47.9% CI","[-5.7033, -4.9856]",TRUE
-5.7041666612377,-4.98477648420765,0.719390177030055,0.48,0.74,0.52,0.943416471633633,"48% CI","[-5.7042, -4.9848]",TRUE
-5.70502892798666,-4.98391421745869,0.721114710527969,0.481,0.7405,0.519,0.946193556304206,"48.1% CI","[-5.705, -4.9839]",TRUE
-5.70589205317469,-4.98305109227066,0.722840960904024,0.482,0.741,0.518,0.948975996975533,"48.2% CI","[-5.7059, -4.9831]",TRUE
-5.70675604057388,-4.98218710487147,0.724568935702418,0.483,0.7415,0.517,0.951763814347152,"48.3% CI","[-5.7068, -4.9822]",TRUE
-5.70762089397591,-4.98132225146944,0.726298642506466,0.484,0.742,0.516,0.954557029238833,"48.4% CI","[-5.7076, -4.9813]",TRUE
-5.70848661719212,-4.98045652825323,0.728030088938889,0.485,0.7425,0.515,0.957355662591506,"48.5% CI","[-5.7085, -4.9805]",TRUE
-5.70935321405374,-4.97958993139161,0.729763282662129,0.486,0.743,0.514,0.960159735468209,"48.6% CI","[-5.7094, -4.9796]",TRUE
-5.710220688412,-4.97872245703335,0.731498231378643,0.487,0.7435,0.513,0.962969269055033,"48.7% CI","[-5.7102, -4.9787]",TRUE
-5.71108904413829,-4.97785410130706,0.733234942831222,0.488,0.744,0.512,0.965784284662087,"48.8% CI","[-5.7111, -4.9779]",TRUE
-5.71195828512432,-4.97698486032103,0.734973424803298,0.489,0.7445,0.511,0.968604803724466,"48.9% CI","[-5.712, -4.977]",TRUE
-5.7128284152823,-4.97611473016305,0.736713685119259,0.49,0.745,0.51,0.971430847803229,"49% CI","[-5.7128, -4.9761]",TRUE
-5.71369943854506,-4.97524370690029,0.738455731644763,0.491,0.7455,0.509,0.974262438586392,"49.1% CI","[-5.7137, -4.9752]",TRUE
-5.71457135886621,-4.97437178657914,0.740199572287068,0.492,0.746,0.508,0.977099597889921,"49.2% CI","[-5.7146, -4.9744]",TRUE
-5.71544418022035,-4.973498965225,0.741945214995351,0.493,0.7465,0.507,0.979942347658747,"49.3% CI","[-5.7154, -4.9735]",TRUE
-5.71631790660319,-4.97262523884216,0.74369266776103,0.494,0.747,0.506,0.982790709967777,"49.4% CI","[-5.7163, -4.9726]",TRUE
-5.71719254203173,-4.97175060341362,0.745441938618104,0.495,0.7475,0.505,0.98564470702293,"49.5% CI","[-5.7172, -4.9718]",TRUE
-5.71806809054441,-4.97087505490094,0.747193035643477,0.496,0.748,0.504,0.98850436116217,"49.6% CI","[-5.7181, -4.9709]",TRUE
-5.71894455620133,-4.96999858924402,0.748945966957301,0.497,0.7485,0.503,0.99136969485656,"49.7% CI","[-5.7189, -4.97]",TRUE
-5.71982194308433,-4.96912120236102,0.75070074072331,0.498,0.749,0.502,0.994240730711315,"49.8% CI","[-5.7198, -4.9691]",TRUE
-5.72070025529726,-4.96824289014809,0.752457365149171,0.499,0.7495,0.501,0.997117491466879,"49.9% CI","[-5.7207, -4.9682]",TRUE
-5.72157949696609,-4.96736364847926,0.754215848486821,0.5,0.75,0.5,1,"50% CI","[-5.7216, -4.9674]",TRUE
-5.72245967223909,-4.96648347320626,0.755976199032821,0.501,0.7505,0.499,1.00288827932483,"50.1% CI","[-5.7225, -4.9665]",TRUE
-5.72334078528703,-4.96560236015832,0.757738425128712,0.502,0.751,0.498,1.00578235259401,"50.2% CI","[-5.7233, -4.9656]",TRUE
-5.72422284030336,-4.96472030514199,0.759502535161365,0.503,0.7515,0.497,1.0086822430998,"50.3% CI","[-5.7242, -4.9647]",TRUE
-5.72510584150435,-4.963837303941,0.761268537563346,0.504,0.752,0.496,1.01158797427521,"50.4% CI","[-5.7251, -4.9638]",TRUE
-5.72598979312931,-4.96295335231604,0.763036440813276,0.505,0.7525,0.495,1.01449956969512,"50.5% CI","[-5.726, -4.963]",TRUE
-5.72687469944078,-4.96206844600457,0.764806253436204,0.506,0.753,0.494,1.01741705307741,"50.6% CI","[-5.7269, -4.9621]",TRUE
-5.72776056472466,-4.96118258072069,0.766577984003969,0.507,0.7535,0.493,1.02034044828418,"50.7% CI","[-5.7278, -4.9612]",TRUE
-5.72864739329046,-4.96029575215489,0.768351641135579,0.508,0.754,0.492,1.02326977932285,"50.8% CI","[-5.7286, -4.9603]",TRUE
-5.72953518947147,-4.95940795597388,0.770127233497591,0.509,0.7545,0.491,1.02620507034739,"50.9% CI","[-5.7295, -4.9594]",TRUE
-5.73042395762492,-4.95851918782043,0.771904769804488,0.51,0.755,0.49,1.02914634565952,"51% CI","[-5.7304, -4.9585]",TRUE
-5.73131370213221,-4.95762944331314,0.773684258819067,0.511,0.7555,0.489,1.03209362970985,"51.1% CI","[-5.7313, -4.9576]",TRUE
-5.73220442739909,-4.95673871804626,0.775465709352828,0.512,0.756,0.488,1.0350469470992,"51.2% CI","[-5.7322, -4.9567]",TRUE
-5.73309613785586,-4.95584700758949,0.777249130266366,0.513,0.7565,0.487,1.03800632257974,"51.3% CI","[-5.7331, -4.9558]",TRUE
-5.73398883795756,-4.95495430748779,0.779034530469774,0.514,0.757,0.486,1.04097178105631,"51.4% CI","[-5.734, -4.955]",TRUE
-5.73488253218419,-4.95406061326116,0.78082191892303,0.515,0.7575,0.485,1.0439433475876,"51.5% CI","[-5.7349, -4.9541]",TRUE
-5.73577722504089,-4.95316592040446,0.78261130463642,0.516,0.758,0.484,1.04692104738749,"51.6% CI","[-5.7358, -4.9532]",TRUE
-5.73667292105814,-4.95227022438721,0.784402696670934,0.517,0.7585,0.483,1.04990490582631,"51.7% CI","[-5.7367, -4.9523]",TRUE
-5.73756962479202,-4.95137352065333,0.786196104138682,0.518,0.759,0.482,1.05289494843213,"51.8% CI","[-5.7376, -4.9514]",TRUE
-5.73846734082433,-4.95047580462102,0.787991536203316,0.519,0.7595,0.481,1.05589120089205,"51.9% CI","[-5.7385, -4.9505]",TRUE
-5.7393660737629,-4.94957707168245,0.789789002080447,0.52,0.76,0.48,1.05889368905357,"52% CI","[-5.7394, -4.9496]",TRUE
-5.74026582824171,-4.94867731720364,0.79158851103807,0.521,0.7605,0.479,1.06190243892591,"52.1% CI","[-5.7403, -4.9487]",TRUE
-5.74116660892118,-4.94777653652417,0.793390072397001,0.522,0.761,0.478,1.06491747668134,"52.2% CI","[-5.7412, -4.9478]",TRUE
-5.74206842048833,-4.94687472495702,0.795193695531301,0.523,0.7615,0.477,1.06793882865658,"52.3% CI","[-5.7421, -4.9469]",TRUE
-5.74297126765704,-4.94597187778831,0.796999389868725,0.524,0.762,0.476,1.07096652135414,"52.4% CI","[-5.743, -4.946]",TRUE
-5.74387515516826,-4.94506799027709,0.798807164891162,0.525,0.7625,0.475,1.07400058144378,"52.5% CI","[-5.7439, -4.9451]",TRUE
-5.74478008779021,-4.94416305765514,0.800617030135077,0.526,0.763,0.474,1.07704103576383,"52.6% CI","[-5.7448, -4.9442]",TRUE
-5.74568607031866,-4.94325707512669,0.802428995191972,0.527,0.7635,0.473,1.08008791132269,"52.7% CI","[-5.7457, -4.9433]",TRUE
-5.7465931075771,-4.94235003786825,0.804243069708841,0.528,0.764,0.472,1.08314123530025,"52.8% CI","[-5.7466, -4.9424]",TRUE
-5.74750120441699,-4.94144194102836,0.806059263388628,0.529,0.7645,0.471,1.0862010350493,"52.9% CI","[-5.7475, -4.9414]",TRUE
-5.74841036571802,-4.94053277972733,0.807877585990695,0.53,0.765,0.47,1.08926733809709,"53% CI","[-5.7484, -4.9405]",TRUE
-5.74932059638833,-4.93962254905702,0.809698047331301,0.531,0.7655,0.469,1.09234017214671,"53.1% CI","[-5.7493, -4.9396]",TRUE
-5.75023190136471,-4.93871124408064,0.811520657284065,0.532,0.766,0.468,1.09541956507868,"53.2% CI","[-5.7502, -4.9387]",TRUE
-5.7511442856129,-4.93779885983245,0.81334542578046,0.533,0.7665,0.467,1.09850554495243,"53.3% CI","[-5.7511, -4.9378]",TRUE
-5.75205775412782,-4.93688539131753,0.815172362810289,0.534,0.767,0.466,1.10159814000781,"53.4% CI","[-5.7521, -4.9369]",TRUE
-5.75297231193377,-4.93597083351158,0.817001478422185,0.535,0.7675,0.465,1.10469737866669,"53.5% CI","[-5.753, -4.936]",TRUE
-5.75388796408473,-4.93505518136062,0.818832782724101,0.536,0.768,0.464,1.10780328953452,"53.6% CI","[-5.7539, -4.9351]",TRUE
-5.75480471566458,-4.93413842978077,0.820666285883817,0.537,0.7685,0.463,1.11091590140185,"53.7% CI","[-5.7548, -4.9341]",TRUE
-5.7557225717874,-4.93322057365795,0.822501998129441,0.538,0.769,0.462,1.11403524324603,"53.8% CI","[-5.7557, -4.9332]",TRUE
-5.75664153759764,-4.93230160784771,0.824339929749927,0.539,0.7695,0.461,1.11716134423275,"53.9% CI","[-5.7566, -4.9323]",TRUE
-5.75756161827047,-4.93138152717488,0.82618009109559,0.54,0.77,0.46,1.12029423371771,"54% CI","[-5.7576, -4.9314]",TRUE
-5.75848281901199,-4.93046032643336,0.828022492578627,0.541,0.7705,0.459,1.12343394124828,"54.1% CI","[-5.7585, -4.9305]",TRUE
-5.7594051450595,-4.92953800038585,0.829867144673653,0.542,0.771,0.458,1.12658049656514,"54.2% CI","[-5.7594, -4.9295]",TRUE
-5.76032860168179,-4.92861454376356,0.831714057918227,0.543,0.7715,0.457,1.12973392960402,"54.3% CI","[-5.7603, -4.9286]",TRUE
-5.76125319417937,-4.92768995126598,0.833563242913394,0.544,0.772,0.456,1.13289427049735,"54.4% CI","[-5.7613, -4.9277]",TRUE
-5.76217892788479,-4.92676421756056,0.835414710324238,0.545,0.7725,0.455,1.13606154957603,"54.5% CI","[-5.7622, -4.9268]",TRUE
-5.76310580816289,-4.92583733728246,0.837268470880423,0.546,0.773,0.454,1.13923579737117,"54.6% CI","[-5.7631, -4.9258]",TRUE
-5.76403384041105,-4.9249093050343,0.839124535376756,0.547,0.7735,0.453,1.14241704461585,"54.7% CI","[-5.764, -4.9249]",TRUE
-5.76496303005955,-4.9239801153858,0.840982914673752,0.548,0.774,0.452,1.1456053222469,"54.8% CI","[-5.765, -4.924]",TRUE
-5.76589338257178,-4.92304976287357,0.8428436196982,0.549,0.7745,0.451,1.14880066140671,"54.9% CI","[-5.7659, -4.923]",TRUE
-5.76682490344455,-4.9221182420008,0.844706661443743,0.55,0.775,0.45,1.15200309344505,"55% CI","[-5.7668, -4.9221]",TRUE
-5.7677575982084,-4.92118554723695,0.846572050971449,0.551,0.7755,0.449,1.15521264992094,"55.1% CI","[-5.7678, -4.9212]",TRUE
-5.76869147242788,-4.92025167301747,0.84843979941042,0.552,0.776,0.448,1.15842936260448,"55.2% CI","[-5.7687, -4.9203]",TRUE
-5.76962653170186,-4.91931661374349,0.850309917958361,0.553,0.7765,0.447,1.16165326347877,"55.3% CI","[-5.7696, -4.9193]",TRUE
-5.77056278166378,-4.91838036378157,0.852182417882203,0.554,0.777,0.446,1.16488438474178,"55.4% CI","[-5.7706, -4.9184]",TRUE
-5.77150022798202,-4.91744291746333,0.854057310518698,0.555,0.7775,0.445,1.16812275880833,"55.5% CI","[-5.7715, -4.9174]",TRUE
-5.77243887636019,-4.91650426908516,0.855934607275037,0.556,0.778,0.444,1.17136841831198,"55.6% CI","[-5.7724, -4.9165]",TRUE
-5.77337873253741,-4.91556441290794,0.857814319629471,0.557,0.7785,0.443,1.17462139610707,"55.7% CI","[-5.7734, -4.9156]",TRUE
-5.77431980228865,-4.9146233431567,0.859696459131941,0.558,0.779,0.442,1.17788172527066,"55.8% CI","[-5.7743, -4.9146]",TRUE
-5.77526209142503,-4.91368105402032,0.861581037404708,0.559,0.7795,0.441,1.18114943910457,"55.9% CI","[-5.7753, -4.9137]",TRUE
-5.77620560579417,-4.91273753965118,0.863468066142998,0.56,0.78,0.44,1.18442457113743,"56% CI","[-5.7762, -4.9127]",TRUE
-5.7771503512805,-4.91179279416485,0.865357557115649,0.561,0.7805,0.439,1.18770715512673,"56.1% CI","[-5.7772, -4.9118]",TRUE
-5.77809633380556,-4.91084681163979,0.867249522165771,0.562,0.781,0.438,1.19099722506091,"56.2% CI","[-5.7781, -4.9108]",TRUE
-5.77904355932838,-4.90989958611697,0.869143973211404,0.563,0.7815,0.437,1.19429481516149,"56.3% CI","[-5.779, -4.9099]",TRUE
-5.77999203384577,-4.90895111159958,0.871040922246193,0.564,0.782,0.436,1.19759995988516,"56.4% CI","[-5.78, -4.909]",TRUE
-5.78094176339271,-4.90800138205264,0.872940381340062,0.565,0.7825,0.435,1.200912693926,"56.5% CI","[-5.7809, -4.908]",TRUE
-5.78189275404263,-4.90705039140272,0.874842362639901,0.566,0.783,0.434,1.20423305221761,"56.6% CI","[-5.7819, -4.9071]",TRUE
-5.78284501190781,-4.90609813353754,0.87674687837027,0.567,0.7835,0.433,1.20756106993536,"56.7% CI","[-5.7828, -4.9061]",TRUE
-5.78379854313971,-4.90514460230564,0.878653940834077,0.568,0.784,0.432,1.21089678249862,"56.8% CI","[-5.7838, -4.9051]",TRUE
